Taxon	Confidence	SubG_GLM_p	SubG_GLM_time_slope	SupG_GLM_p	SupG_GLM_time_slope	Sal_GLM_p	Sal_GLM_time_slope	T_GLM_p	T_GLM_time_slope	SubG_GLM_p_adj	SupG_GLM_p_adj	Sal_GLM_p_adj	T_GLM_p_adj
9bf103bd7f817fac0a7113cb43a26cb3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.991591622228252	NA	NA	NA	NA	NA	NA	0.658579078683453	0.00336934768202859	NA	NA	NA	0.721429621851837
994af407753cc0a4bf40991631febb74	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.98352920655828	NA	NA	NA	NA	NA	NA	0.182648234823806	0.00512810631561862	NA	NA	NA	0.441124453089317
1175fddd893e6ba328c08102e603bc0d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999997484258451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a86ba56580b0cc19cdccf9154d84b078	k__Bacteria; p__Bacteroidetes	0.859684753868437	NA	NA	0.182648241028117	0.00682572357144018	NA	NA	NA	NA	NA	0.352134631916777	NA	NA
13368a00d79929abd47a9578eca5c462	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.999409654544971	0.658579078683413	0.00229883441121612	NA	NA	0.135378626071372	0.00307587335269936	0.633909666272635	0.00227482917470894	0.72143743013185	NA	0.493852216633925	0.721429621851837
1bcdcf005a69660fdde7cc1575af28f4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nigrescens	0.995043944654092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
730b3871592fc2e0b5ee8fcfa5ac732d	k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae	0.999911561164318	NA	NA	NA	NA	NA	NA	0.65857907868343	0.00255852561256824	NA	NA	NA	0.721429621851837
563d53340d1813629382838012deb874	k__Bacteria	0.999996869990386	0.182648235721388	0.00272033393710413	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
0079d463a794c03a5e4b280dd9e7e855	k__Bacteria	0.943960368323461	0.658579078683412	-0.0025023662104837	NA	NA	0.182648243571631	0.00388107482791466	NA	NA	0.72143743013185	NA	0.493852216633925	NA
8d9fa7f75fb174a0907c127e98ffb03a	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Desulfuromonadaceae; g__; s__	0.998183604683224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9ddd681fd4ea23acd6586066ce2fa20a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.8616688196719	NA	NA	NA	NA	0.182648237831171	0.00450383801733935	NA	NA	NA	NA	0.493852216633925	NA
cb769192ca09a80293d4d62030fab70a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	0.876949309603482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b8e3d4924670b819659e36ce1b3c5f43	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.86321827716026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64eaba7a61ff0dccce85e3637d14fca1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.834140332186502	NA	NA	0.182648231804912	0.00312440208821496	NA	NA	NA	NA	NA	0.352134631916777	NA	NA
53ddffd66273cf7f93652d0bd3c79bea	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__	0.794902685034055	NA	NA	NA	NA	NA	NA	0.182648237991568	0.00416675706812944	NA	NA	NA	0.441124453089317
513b698ea21757aa5b0705bb49cf3b97	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	0.999998697852869	0.493433479499109	-0.00269654925182371	NA	NA	NA	NA	0.6585790786834	0.000989528557853802	0.72143743013185	NA	NA	0.721429621851837
bbd9dcfeee76a7f1853ae9fee5b2c01b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.978266252823511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8169c708a92c3515c1deb9e9d70b8f4f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__	0.743951042191279	0.182648234284036	0.0048281383082868	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
a7f613435e69d0e48653dda3411eb464	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.999947198966534	0.801139543960952	0.000851525028439508	0.418060274957348	0.00127164971065388	NA	NA	0.842165062745326	0.00104744894700625	0.838032442691486	0.667853347978482	NA	0.880089284856226
91f812f0866b2cc9852480be5adcc302	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__	0.976063473781965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69048101c829bb94caad2e94a8a0cd3b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	0.998857152026452	NA	NA	0.925706879614776	4.5662734620931e-05	NA	NA	NA	NA	NA	0.941573928972722	NA	NA
3fe935d69ca2faa2f033adc75cdb1eee	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.980715277335297	NA	NA	NA	NA	0.658579078683443	-0.001094088637521	0.625335414932341	-0.00263801656819908	NA	NA	0.745258660954181	0.721429621851837
82f911d11995ebfb1dcaac1194e104c7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.982428698321244	0.191340245301428	0.00895284384666767	NA	NA	NA	NA	NA	NA	0.345214529719233	NA	NA	NA
2ca43bc95ee8885d222a4ae9a6162d98	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.984103413855848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
09372be6b22f317973a8e33d4e82b2e1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	0.910679052021039	NA	NA	NA	NA	0.182648231953371	0.00339722937031313	NA	NA	NA	NA	0.493852216633925	NA
82360808f074ad3c410ba1050dbc3ad6	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__; g__; s__	0.749296794665785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84b966f3b9cc4d7fccb8f37ba063ef98	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.998786415246232	NA	NA	NA	NA	NA	NA	0.658579078683434	-0.00290593431016872	NA	NA	NA	0.721429621851837
1c47e44f64964fd5071cd3df4f2d256c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.993849416004355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
41d71d3a2e4030fdf8cc01a9d435ac82	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	0.936311360339555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
988d239f36f5f94ced3497c3a18ca3cd	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999995294079912	NA	NA	NA	NA	NA	NA	0.658579078683436	-0.000133000010090623	NA	NA	NA	0.721429621851837
f57a4359f0ae1cd3bb33a323e6d2ccd8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16; g__; s__	0.999872692854629	0.182648238000042	0.0074700741704765	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
081a433d406dde887ce5a5df00f98a82	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	0.997677085395126	NA	NA	NA	NA	0.182648232190518	-0.00667609270781937	NA	NA	NA	NA	0.493852216633925	NA
18668d0305b72181e050be63c219ce5a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.793293488428668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b1c6f3401efe57d89d5a4c8f009df443	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__orale	0.983939678434466	0.0657496487738427	0.00729010384929831	0.525758851635582	-0.00233412824526139	NA	NA	NA	NA	0.332528341082246	0.725361203457171	NA	NA
af3d923be0aac38b1af694804a2b2306	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.995807362875039	0.160733986067238	-0.005793758768629	0.0519526736060685	-0.00734668670150032	0.252542039587053	0.00450215646418981	0.512453671910861	-0.00270095690057039	0.332528341082246	0.352134631916777	0.607531297696811	0.721429621851837
da1c65f9c44899c271c184b9b09e7b68	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.713890447410624	NA	NA	NA	NA	0.182648237913479	-0.0059046617302226	NA	NA	NA	NA	0.493852216633925	NA
a5f2a598524405d9d96944ed895f5686	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0.998739670647033	NA	NA	0.182648232165597	0.00235369437746358	NA	NA	NA	NA	NA	0.352134631916777	NA	NA
74ade632b0aa8830ab7654caede67ac9	k__Bacteria; p__Acidobacteria; c__AT-s2-57; o__; f__; g__; s__	0.995605023601166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
512977a400030c1df9b51897dab6a242	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__	0.932732189197424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
269b0f2d8a57dd4ac20c36c33d538c83	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__koll13	0.999993429863081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7be5ad416107a1c748955c22ab77d7f1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.803214621072264	0.182648237780642	0.00189838515867048	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
1ab693e363204d5f33499535df171090	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0.896507110381637	NA	NA	0.658579078683437	-0.00183496942617351	NA	NA	NA	NA	NA	0.725361203457171	NA	NA
ffa9883d05f05efa679e94ed638f5824	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__	0.999984786059144	0.477256307481388	0.00597855262787594	0.658579078683462	-0.00152205154403212	0.182648238005237	0.00944081811092984	NA	NA	0.72143743013185	0.725361203457171	0.493852216633925	NA
32ac7e647373bf5f22d3acda587c431f	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.986746529131175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63b3d674a9e8f744358648bf5d3bc495	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.994605742835579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ef4964effdf932bc820ac7efff3b4e13	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.910132553634042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f6e904c98955c658d77a05f3e325dfdb	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__tannerae	0.999999993038415	NA	NA	NA	NA	0.25074727230711	0.00740417067924413	0.519339998225036	0.00201251547176646	NA	NA	0.607531297696811	0.721429621851837
e90d06e0a919930f312e38b8c3b125cf	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	0.99994983340919	NA	NA	0.182648237860587	0.00599341146032681	NA	NA	NA	NA	NA	0.352134631916777	NA	NA
0f437a09e1e785684bb62d356757fe56	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.996899385426315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9844348159e63d07dde3c0d67a661ab5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.994122940251296	0.658579078683443	-0.00304932191475748	NA	NA	NA	NA	NA	NA	0.72143743013185	NA	NA	NA
0bc8490441c896b1cb83825ae71556c5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.993768750418921	NA	NA	NA	NA	NA	NA	0.182648237937443	0.00460718758192161	NA	NA	NA	0.441124453089317
72a1659e552dc930e385c8a91c165e4b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.839431170063194	NA	NA	NA	NA	0.18264823798779	-0.00981498496115683	NA	NA	NA	NA	0.493852216633925	NA
429afd297fbb43c124185680caa31fda	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.999882509097561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43862cc6193377fee6f11e3ac647f1cb	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	0.994856683181553	0.658579078683432	0.00271166434618128	NA	NA	NA	NA	NA	NA	0.72143743013185	NA	NA	NA
1f2da2dd98629c0a02303388503c85dd	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.999668564351609	0.541316299770421	-0.0014813344196701	0.182648237358938	0.00410712557743155	0.785883775641352	0.00042927986066188	NA	NA	0.72143743013185	0.352134631916777	0.84555689900667	NA
5d04d74a4dcf07b2bd125cc4fce59206	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.998885743793475	0.182648232178724	0.00284771779240124	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
1ec0469384533427c3541b1a22cccc92	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.99010511082344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c6670e330f0cb3cb9083eb50cdab083e	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999951673948239	0.182648237991684	0.00220435203180209	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
a1e68696c9053ac5d93cc630ee139ca6	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Polynucleobacter; s__	0.998253644207561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92ec96e3bf91655774e93d4df21aac1d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.967454867734321	NA	NA	0.658579078683418	0.00262128741382913	NA	NA	NA	NA	NA	0.725361203457171	NA	NA
450d59751a7f132add77ff7de6f6b7ed	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.993163166833919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46a0487f75374ebfac7a5f5fd671ed1b	k__Bacteria	0.999998613332365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5dd62bde22807ac1959cd9a6596c98f7	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	0.850928285004409	NA	NA	NA	NA	0.182648235415888	0.00546518726482853	NA	NA	NA	NA	0.493852216633925	NA
2eb44da486b34d8f1e0ca339b3398abc	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__amylovorum	0.999999970230278	0.182648240771554	0.00170720260299231	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
bf5c9ff0bac0ca0d3637da038b674e11	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	0.99997982444639	NA	NA	NA	NA	NA	NA	0.658579078683438	-0.00160251480824214	NA	NA	NA	0.721429621851837
c81852681325e4a1b3959fe3a98fa9ed	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__; s__	0.905232106877502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37e5c251e82ca1c2a782c7ae47670582	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.986455316668543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1f3c13d11f012412912449a547a73d56	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0.9942045178681	NA	NA	NA	NA	0.84339657158544	-0.00146445007394781	0.616896361135026	-0.00445067246028088	NA	NA	0.890427589401123	0.721429621851837
71b8c3f42ab2e81e4a8ed2aa461f1a49	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__orale	0.996492553614062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77d12e4ea8c0262629c2b2391c4f1565	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae	0.953939268652693	NA	NA	0.9675999465663	-0.000132531317806603	0.756010699528392	-0.0024257578191728	0.861085361775169	-0.00159795609372829	NA	0.974811871633875	0.821655622787008	0.893415319835842
d8b2c75c8559db55d9d451c417d901b2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__	0.997789651939915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bbfd3119ac9052a3f3a8514ff4b0d72d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	0.834392664045368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3ef01cbaa7f2bef541dbb640171db6e7	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.994181906466416	NA	NA	NA	NA	NA	NA	0.182648231863753	-0.00481185143024888	NA	NA	NA	0.441124453089317
eb830dc4249e4883c90696a67558b201	k__Bacteria	0.999999405886467	0.182648240523955	0.00387880567455604	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
e19da6fa3fcbc9d73fb78c5c932bc63b	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.997332099015704	NA	NA	0.182648237981436	0.00222732953591418	NA	NA	NA	NA	NA	0.352134631916777	NA	NA
73713bc2926a18ef24c0440b07f646f2	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999288024893555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a12c8cd0dcdd08913027773ea444c0df	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Oceaniserpentilla; s__haliotis	0.814962704744403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12be90a34e9cf8a43ffa97ef787e7d97	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Aminiphilaceae; g__Aminiphilus; s__	0.770903035714644	0.182648235721388	0.00272033393710413	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
56acc5d0e3d45b422a828446de6bd151	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	0.999689335628028	0.658579078683425	-0.000723277119167765	0.304743062005914	0.00515964371270067	0.696561693490217	0.00364769723737953	NA	NA	0.72143743013185	0.524727437976213	0.774787128789012	NA
96f0b5c5eb090bbe09f7db338a173a25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.994374564438867	NA	NA	0.182648234135448	-0.00818432702574021	NA	NA	NA	NA	NA	0.352134631916777	NA	NA
c2ead43f2e66d7882c042467b17e86de	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.708195469021865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c6dbfafed71057697c0db7ff9af5a536	k__Bacteria	0.999988455179169	0.182648232084196	-0.0087002198849242	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
a17cd2c800ddded1f1905d8357c9f139	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	0.956642044481148	NA	NA	NA	NA	0.182648239489055	0.00884649906218124	NA	NA	NA	NA	0.493852216633925	NA
dfea7c3bab8c1b111c41d16e7bdd0e57	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.915085328266165	0.498359108004351	-0.00211488096535418	0.597213616964501	0.0019466407576876	0.601483516095938	0.00289761028353793	0.678390271191561	0.00325762078624989	0.72143743013185	0.725361203457171	0.745258660954181	0.740100641449878
fef298cc4b25300db6bff6334d3dc9b2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.884300130753789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9f7251e3512a93e7eb216247962f9d8d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae	0.740616286413531	NA	NA	0.658579078683417	-0.000244167502436542	NA	NA	NA	NA	NA	0.725361203457171	NA	NA
9a669329be9b1de3a0a68caace546e91	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.768758135442289	0.658579078683422	-0.00180149985175252	NA	NA	NA	NA	NA	NA	0.72143743013185	NA	NA	NA
d24e0c29124ee8ccb6da3317176fdd06	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula	0.776477506644431	0.0636795583879413	-0.0212727645095657	0.201379557361119	-0.0134769635956726	0.481571804938252	0.00434542194347495	0.658579078683449	0.000212980058530949	0.332528341082246	0.378637143013603	0.745258660954181	0.721429621851837
9c9ebdcedc313a970279011197bfbf8d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999948656763184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2f60f4bcc13682610bd561ad68fef22a	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__; g__; s__	0.999993351883533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a6fb46e1f8d5a0e7c33e95c1821ae867	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.999687989175411	0.182648237932913	0.000379933916069936	NA	NA	NA	NA	NA	NA	0.332528341082246	NA	NA	NA
4e7291cb6250a66f9d8925715dfe27c1	k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__	0.999993962823942	NA	NA	NA	NA	NA	NA	0.182648232034032	-0.00302457430583375	NA	NA	NA	0.441124453089317
