"SubG_GLM_p"	"SupG_GLM_p"	"Sal_GLM_p"	"T_GLM_p"	"SubG_GLM_slope"	"SupG_GLM_slope"	"Sal_GLM_slope"	"T_GLM_slope"	"SubG_GLM_p_adj"	"SupG_GLM_p_adj"	"Sal_GLM_p_adj"	"T_GLM_p_adj"
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__Alloprevotella_tannerae"	0.000460389670202759	0.254163629668806	0.0452319885887985	0.677877777813897	0.0937590258530823	0.0314242249841795	0.0291193249161001	-0.00687145626254243	0.00273263546184863	0.382064194917452	0.179744039209716	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured_Bacteroidetes"	0.000279075296847381	0.00176168714961879	0.0137462020105751	0.0528869699866641	0.0809138507211602	0.0875921558038777	0.0387348152299952	0.0303917704974308	0.00190184646740438	0.010129701110308	0.0766454899983581	0.540622359863678
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__uncultured_Prevotellaceae"	0.00145008485978226	0.000463037771029459	0.277169769864772	0.996151977797998	0.0897869070379312	0.106671945460005	0.0181984814392813	5.90455191011539e-05	0.00684142600512657	0.0032768826872854	0.502254759902404	0.996151977797998
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella"	0.000385714241773203	0.00193373701892231	0.567824415331746	0.0734594817993375	0.0773176803013121	0.0773032139681305	0.00658578977642311	0.021646313865294	0.00236571401620898	0.0107820488327789	0.696531282806942	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_aurantiaca"	0.944203802888628	0.658014247976067	0.213570359229113	0.119794446009235	0.000743645006574948	0.00435005891866111	0.0156897169725505	0.0235631645743118	0.96609572002992	0.749103993642728	0.451689035610997	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_baroniae"	0.236484984291661	0.964565732989283	0.370621367636333	0.753648411557032	0.0214477513919084	-0.000827010467808698	-0.00884362867289277	-0.00213059763295515	0.37034797393345	0.964565732989283	0.572502242174112	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_buccae"	0.11463732639292	0.287490191583705	0.0932775070344334	0.215138306883747	0.0331102236802748	-0.0150693255908265	-0.00783875522635224	0.00534346192654351	0.228420149563214	0.419826946439697	0.264031824665365	0.638474975267895
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_dentalis"	0.385127677888511	0.0872930010033625	0.287947781279725	0.174264977468427	-0.0138595723344645	-0.0276890471700524	-0.00967469523861342	-0.00577602463948684	0.502577962634652	0.195876977861204	0.504594207194947	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_denticola"	0.0161094175733187	0.151055941197621	0.296524484413229	0.254171054257662	0.0791410915303791	0.0389724662362872	0.0167145237107492	0.0136886799888454	0.050239539550689	0.262210313022286	0.509578279829113	0.658696816667744
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_fusca"	0.966668499245771	0.144783311113709	0.00487148008706285	0.797720343431379	-0.000714917464498332	-0.0262972620516906	-0.00156097071967735	-0.000216281356471664	0.977291230006714	0.258642031504102	0.0471764387378718	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_genomosp."	0.0274640844392663	0.0905870514704775	0.0146344011356753	0.0904802262670505	0.0653702091231464	0.0386019707195158	0.0422340232281707	-0.0198852462870667	0.0711745286876761	0.200819487597203	0.0791979355577723	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_histicola"	0.272527649979305	0.195403380945345	0.00652212106297198	0.000609141008229972	-0.0158416356608983	-0.0150590153168412	-0.0530430819290115	-0.0753344915262943	0.406088391348008	0.323911910756248	0.0521769685037759	0.0560409727571574
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_intermedia"	0.393357809314422	0.425026069059615	0.0925430257337968	0.961887350711491	0.0215704841375553	0.0244473677989659	0.0210002326158758	-0.000908441444084922	0.507877345209557	0.554643948276377	0.264031824665365	0.99356062886029
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_loescheii"	1.11315190336118e-05	2.70561146247484e-05	1.62510363621384e-07	0.268628779979155	0.098698215769479	0.109148406886831	0.118527993054461	0.0270929894350198	0.000163982521092079	0.000483567998668282	2.55824150424065e-05	0.66800239126232
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_maculosa"	1.35214898764232e-06	2.89089564421256e-05	0.0542750195005354	0.129510173066883	0.130585717087034	0.103078974726385	0.0340592011047663	-0.0143479864220679	5.82621494780917e-05	0.000483567998668282	0.203808236491806	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_marshii"	0.00358649316738724	0.0111686312384862	0.243399195436818	0.524531773911295	0.0498575991198042	0.042915924684821	0.0134284619700552	0.00531177582677562	0.0146647720622056	0.0414078662616362	0.475519316568725	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_melaninogenica"	0.237505765892104	0.498209380152752	0.0120757972012608	0.714796116578242	-0.0385169028438012	0.017794297071565	-0.0210020404941601	-0.00398887581972384	0.37034797393345	0.621892683221647	0.0742738717258452	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_micans"	0.000276434068131905	1.92378464763609e-05	0.000150513880238385	0.0379701655952772	0.0996734520280147	0.111522307859315	0.0557440063633911	0.0201785192037865	0.00190184646740438	0.000393307083516713	0.00553891079277258	0.528841787961106
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_nanceiensis"	0.401663818980415	0.0497118572120882	0.0660713440008106	0.72142612931154	-0.0197582760579244	0.0519364914010172	0.0244783496987838	0.00718228441303478	0.513237102030531	0.137084786660434	0.243142545922983	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_nigrescens"	0.000148214097909161	0.106131901758176	0.00282176917456477	0.0424979711480003	0.107390235380098	0.0408120955995936	0.0522644275555415	0.0380903539127279	0.00118571278327329	0.229744352041228	0.0399388867784552	0.528841787961106
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_oralis"	0.719738941824171	0.255401608558949	0.562712904808989	0.621061320940974	0.00745915523068088	-0.0187096966461066	0.00494150950770158	-0.00230887619202997	0.805498496071856	0.382064194917452	0.694893788488952	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_oulorum"	4.81524347206007e-05	3.29409117383596e-07	0.577749584933642	0.49320744447618	0.114332158582444	0.145956139529588	0.00596840920642096	0.0149368517604315	0.000466318315188975	2.02037591995272e-05	0.7029388055004	0.883560609455391
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_pallens"	0.0269049090927466	0.0314456566668997	0.0346521493824378	0.722004858377174	0.0559727196049687	0.061797452103919	-0.0263724936096474	-0.00753163632797665	0.0707214753295054	0.0975261355988814	0.141688788585968	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_pleuritidis"	0.211409818102212	0.646930214235117	0.641151800023283	0.0820794076670004	0.024032562663991	-0.0102048748014576	0.00625999235552027	0.0107078633458247	0.344242535670859	0.744713286518749	0.75623032823259	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_saccharolytica"	1.9584639575735e-06	1.10539297883835e-11	2.7806972872181e-07	0.150173492523819	0.12071256155397	0.133269442802811	0.112330499058189	-0.022922419129277	6.00595613655873e-05	2.03392308106257e-09	2.55824150424065e-05	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_salivae"	0.131063259652068	0.04993233338119	0.841592342473465	0.862918523811045	0.0394945722581558	0.0522412883757926	-0.00186921277220556	0.00265047074021254	0.253848839747163	0.137084786660434	0.897748068556751	0.950760529228936
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_shahii"	0.000103923748052498	0.0247425148295979	0.084388983320537	0.114383103394721	0.111511706840141	0.0748081781458197	0.0297923141659337	0.0451852072586388	0.000930673872491825	0.0798705741867721	0.262153486974452	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_sp."	0.00827973185048837	0.585143805504628	0.238703658576432	0.0786238469054042	0.0497025661482507	-0.00919467510816074	0.014530370679318	0.0214717781219144	0.0298719737350953	0.703702354332363	0.475519316568725	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_veroralis"	0.288669792327865	0.362085063771617	0.943599907342208	0.797720343431379	0.0259552936049143	0.0203218286200924	-0.0010389468577242	-0.000216281356471664	0.411542076663197	0.482780085028822	0.969957446653443	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unidentified_eubacterium"	0.0475145463894491	0.16487390742661	0.882142920669313	0.0639696509786949	0.0498824500885306	-0.0295264702741879	0.00256659545832922	0.0214459006203586	0.115035217574456	0.280896286726818	0.922240326154281	0.619495567372624
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_UCG-001; s__uncultured_bacterium"	0.0175346889169447	0.0614085130752168	0.962773280217418	0.527513681133942	-0.0369393870284916	-0.0182166825113721	0.000415030387106821	-0.00956763164842155	0.0537730460119636	0.15381781625256	0.978730848397818	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group; s__Bacteroidales_oral"	0.0920091468397213	0.00275703252684268	0.149933041215442	0.0439103917924517	-0.0180243543426113	-0.0428512990070127	-0.00986979198832732	-0.0111646813536786	0.192382761573963	0.0139183293083607	0.358281553034303	0.528841787961106
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group; s__Porphyromonas-like_sp."	0.2482537950908	0.0521518210121216	0.726198996693094	0.797720343431379	-0.0158288613378996	-0.0204237244446466	-0.00368079170461839	-0.000216281356471664	0.377509903278571	0.137084786660434	0.809821911463814	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenellaceae_RC9_gut_group; s__uncultured_eubacterium"	0.945093639159705	0.85089815001123	0.990896485294373	0.279502075602087	0.000556216650939073	-0.00196927015397763	4.43640002141815e-05	-0.00376837797421851	0.96609572002992	0.888701658576298	0.992768686560629	0.675711018477743
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella"	0.0558046853280863	0.0805295532484615	0.281917140302766	0.583830461814173	0.0469664508547562	0.0481987081122202	0.0180641988586018	0.0130683384764695	0.130499560131548	0.185217972471461	0.502254759902404	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__Tannerella_forsythia"	0.187124449170472	0.0112521375710968	0.221153967821674	0.178759180593736	-0.020908948783565	-0.0370310978266235	-0.0144771542640813	-0.00481467539199766	0.327913320451113	0.0414078662616362	0.459354902039793	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__uncultured_bacterium"	5.13068984228823e-06	3.67613104129274e-08	0.00137410334245895	0.0165666766066783	0.132437103760888	0.115466195442559	0.069597443759758	0.0579107717699779	8.93011562234702e-05	3.38204055798932e-06	0.0229850013647679	0.438214267349009
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga"	0.0601047410877916	0.00893322138829705	0.00534921693972105	0.180650660396223	0.038843553671686	0.0373030589025288	0.0523683779501976	0.0427819212279327	0.138240904501921	0.035666164024712	0.0492127958454336	0.624729454740992
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_gingivalis"	0.021430616598178	0.0643694122361255	0.537997714685926	0.67198276682356	-0.0604235156620464	-0.0267824411828716	-0.0101053962194849	0.00883064384211694	0.0597741699078747	0.15381781625256	0.678024517138428	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_granulosa"	0.162815447271211	0.00279879448048558	0.0127320043310933	0.98095874705366	0.0405436436682062	0.0671970127384215	0.0570850522228636	-0.00043272716363171	0.296614280177256	0.0139183293083607	0.0742738717258452	0.99356062886029
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_haemolytica"	0.246991832114225	0.692975292070681	0.598264865366138	0.797720343431379	-0.0182761988428798	-0.0054635090107833	0.00460152551602235	-0.000216281356471664	0.377509903278571	0.768117191210875	0.71948192959065	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_leadbetteri"	0.013209649807544	0.572267584393659	0.646981939494	0.966822841495858	-0.0771603454892495	-0.0183450845433231	-0.013853949060941	0.000799754821384505	0.0450106586034833	0.692744970581797	0.758246349470675	0.99356062886029
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_ochracea"	0.651477227660848	0.867338968684792	0.244610551692469	0.797720343431379	0.00910877152373271	-0.00298488597155515	0.0127230572366037	-0.000216281356471664	0.753910754022617	0.896575113696639	0.475519316568725	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_sputigena"	0.203827028106319	0.140328918284652	0.00892382913719846	0.236571111331184	0.0302993597269422	0.0350240774397745	0.0427351497842999	0.0270551135201832	0.340733332574088	0.258296052810632	0.0631532523555583	0.640726479793687
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__uncultured_Capnocytophaga"	0.495079091521687	0.609520273483332	0.202051995108213	0.728095985848037	-0.0144697423810219	0.0111873586341841	0.0253103025373689	-0.00370538768611894	0.595389234248303	0.71892134821111	0.432297291859431	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Bergeyella; s__uncultured_bacterium"	0.000106218213708306	0.000520370896126538	0.39358141178283	0.420031331123219	-0.0522284253436346	-0.0408065706154626	0.00680831329064063	-0.0156474840296038	0.000930673872491825	0.0035462312921216	0.579351838144326	0.844052623911473
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Bergeyella; s__uncultured_Bergeyella"	0.00116189286488143	7.33911230011882e-05	0.00162105755466687	0.656743931070172	0.075321309584347	0.0896849632478325	0.0666838518178402	-0.00771968687600222	0.00593856353161622	0.000991429494924251	0.0248562158382254	0.889579049644689
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium; s__unidentified"	0.0376907123696439	0.303433450578986	0.282439861521507	0.0136272663056227	0.0446649975583971	-0.0220772089004567	0.0138534907381403	-0.0292686946988223	0.0937174469731687	0.439287437457073	0.502254759902404	0.438214267349009
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_concisus"	0.999799448354473	0.591978972538143	0.0156000881675291	0.92823013103745	4.45830591001508e-06	0.00717515896945915	-0.0288370774823957	0.00152310113238799	0.999799448354473	0.707299551604016	0.0803853944634399	0.985249821580416
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_gracilis"	0.290763423729433	0.21330266355556	0.309305073142535	0.17846141842598	0.0187977729775211	-0.0236589163758849	0.00471681378699758	0.00787861391226038	0.411542076663197	0.338342155984681	0.517383031438422	0.624729454740992
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_showae"	0.0560297024477843	0.00347815511411305	0.283883125162228	0.686280868188256	0.0404152144406578	0.0650765658344151	0.0177461393302917	0.0080908553073924	0.130499560131548	0.0168415931841263	0.502254759902404	0.889579049644689
